2024-04-20 14:08:25 +0300 ('127.0.0.1', 44286) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:08:25 +0300 ('127.0.0.1', 44302) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:08:25 +0300 ('127.0.0.1', 44316) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:08:25 +0300 ('127.0.0.1', 44328) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:09:03 +0300 ('127.0.0.1', 35752) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:10:06 +0300 ('127.0.0.1', 56042) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:10:33 +0300 ('127.0.0.1', 48164) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:12:54 +0300 ('127.0.0.1', 33168) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:14:01 +0300 ('127.0.0.1', 59544) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:14:33 +0300 ('127.0.0.1', 51886) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:14:33 +0300 ('127.0.0.1', 51896) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:14:49 +0300 ('127.0.0.1', 45720) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:15:27 +0300 ('127.0.0.1', 33556) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:15:50 +0300 ('127.0.0.1', 38612) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:16:15 +0300 ('127.0.0.1', 44452) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:17:14 +0300 ('127.0.0.1', 53082) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:17:14 +0300 ('127.0.0.1', 53098) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:17:14 +0300 ('127.0.0.1', 53108) -> UDP://tanatos.org:8080 [167.172.59.39]
2024-04-20 14:19:20 +0300 ('127.0.0.1', 56268) -> TCP://tun1.tanatos.org:443 [172.67.179.141]
